week/percentile,3,10
14,64,67
15,75,79
16,86,91
17,97,103
18,109,115
19,119,126
20,131,138
21,141,149
22,151,160
23,161,170
24,171,181
25,181,191
26,191,201
27,200,211
28,209,220
29,218,230
30,227,239
31,236,249
32,245,258
33,253,267
34,261,275
35,269,283
36,277,292
37,285,300
38,292,308
39,299,316
40,307,324
